year,industry_ode_ANZSI,industry_name_ANZSI,rme_size_grp,variale,value,unit
2013,L,"Rental, Hiring and Real Estate Servies",f_50-99,Total inome,548,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",f_50-99,Total expenditure,489,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",f_50-99,Operating profit efore tax,43,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",f_50-99,Total assets,1213,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",f_50-99,Fixed tangile assets,952,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",g_100-199,Ativity unit,18,OUNT
2013,L,"Rental, Hiring and Real Estate Servies",g_100-199,Rolling mean employees,2301,OUNT
2013,L,"Rental, Hiring and Real Estate Servies",g_100-199,Salaries and wages paid,164,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",g_100-199,"Sales, government funding, grants and susidies",647,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",g_100-199,Total inome,767,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",g_100-199,Total expenditure,666,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",g_100-199,Operating profit efore tax,89,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",g_100-199,Total assets,1967,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",g_100-199,Fixed tangile assets,782,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",h_200+,Ativity unit,6,OUNT
2013,L,"Rental, Hiring and Real Estate Servies",h_200+,Rolling mean employees,2841,OUNT
2013,L,"Rental, Hiring and Real Estate Servies",h_200+,Salaries and wages paid,109,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",h_200+,"Sales, government funding, grants and susidies",741,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",h_200+,Total inome,747,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",h_200+,Total expenditure,675,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",h_200+,Operating profit efore tax,77,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",h_200+,Total assets,887,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",h_200+,Fixed tangile assets,380,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Ativity unit,70656,OUNT
2013,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Rolling mean employees,25275,OUNT
2013,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Salaries and wages paid,1543,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,"Sales, government funding, grants and susidies",19296,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Total inome,22634,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Total expenditure,15836,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Operating profit efore tax,5575,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Total assets,181922,DOLLARS(millions)
2013,L,"Rental, Hiring and Real Estate Servies",i_Industry_Total,Fixed tangile assets,126399,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",a_0,Ativity unit,34587,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",a_0,Rolling mean employees,0,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",a_0,Salaries and wages paid,1409,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",a_0,"Sales, government funding, grants and susidies",5673,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",a_0,Total inome,5915,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",a_0,Total expenditure,4386,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",a_0,Operating profit efore tax,1499,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",a_0,Total assets,5747,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",a_0,Fixed tangile assets,1311,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_1-5,Ativity unit,12309,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",_1-5,Rolling mean employees,22275,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",_1-5,Salaries and wages paid,1481,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_1-5,"Sales, government funding, grants and susidies",4175,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_1-5,Total inome,4306,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_1-5,Total expenditure,3646,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_1-5,Operating profit efore tax,674,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_1-5,Total assets,4577,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_1-5,Fixed tangile assets,534,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_6-9,Ativity unit,1491,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",_6-9,Rolling mean employees,10704,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",_6-9,Salaries and wages paid,676,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_6-9,"Sales, government funding, grants and susidies",1697,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_6-9,Total inome,1886,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_6-9,Total expenditure,1608,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_6-9,Operating profit efore tax,261,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_6-9,Total assets,3174,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",_6-9,Fixed tangile assets,155,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",d_10-19,Ativity unit,1425,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",d_10-19,Rolling mean employees,18897,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",d_10-19,Salaries and wages paid,1352,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",d_10-19,"Sales, government funding, grants and susidies",3365,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",d_10-19,Total inome,3510,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",d_10-19,Total expenditure,3053,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",d_10-19,Operating profit efore tax,476,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",d_10-19,Total assets,3062,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",d_10-19,Fixed tangile assets,278,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",e_20-49,Ativity unit,732,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",e_20-49,Rolling mean employees,20949,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",e_20-49,Salaries and wages paid,1432,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",e_20-49,"Sales, government funding, grants and susidies",3487,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",e_20-49,Total inome,4434,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",e_20-49,Total expenditure,3166,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",e_20-49,Operating profit efore tax,1302,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",e_20-49,Total assets,3805,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",e_20-49,Fixed tangile assets,243,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",f_50-99,Ativity unit,165,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",f_50-99,Rolling mean employees,11562,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",f_50-99,Salaries and wages paid,864,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",f_50-99,"Sales, government funding, grants and susidies",2003,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",f_50-99,Total inome,2206,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",f_50-99,Total expenditure,1985,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",f_50-99,Operating profit efore tax,241,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",f_50-99,Total assets,2690,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",f_50-99,Fixed tangile assets,170,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",g_100-199,Ativity unit,63,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",g_100-199,Rolling mean employees,9066,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",g_100-199,Salaries and wages paid,678,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",g_100-199,"Sales, government funding, grants and susidies",1819,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",g_100-199,Total inome,1903,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",g_100-199,Total expenditure,2057,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",g_100-199,Operating profit efore tax,116,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",g_100-199,Total assets,2118,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",g_100-199,Fixed tangile assets,131,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",h_200+,Ativity unit,57,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",h_200+,Rolling mean employees,27213,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",h_200+,Salaries and wages paid,2118,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",h_200+,"Sales, government funding, grants and susidies",5000,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",h_200+,Total inome,6126,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",h_200+,Total expenditure,5176,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",h_200+,Operating profit efore tax,926,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",h_200+,Total assets,26829,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",h_200+,Fixed tangile assets,1026,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",i_Industry_Total,Ativity unit,50826,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",i_Industry_Total,Rolling mean employees,120666,OUNT
2013,M,"Professional, Sientifi and Tehnial Servies",i_Industry_Total,Salaries and wages paid,10011,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",i_Industry_Total,"Sales, government funding, grants and susidies",27220,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",i_Industry_Total,Total inome,30285,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",i_Industry_Total,Total expenditure,25078,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",i_Industry_Total,Operating profit efore tax,5497,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",i_Industry_Total,Total assets,52002,DOLLARS(millions)
2013,M,"Professional, Sientifi and Tehnial Servies",i_Industry_Total,Fixed tangile assets,3848,DOLLARS(millions)
2013,N,Administrative and Support Servies,a_0,Ativity unit,9618,OUNT
2013,N,Administrative and Support Servies,a_0,Rolling mean employees,0,OUNT
2013,N,Administrative and Support Servies,a_0,Salaries and wages paid,159,DOLLARS(millions)
2013,N,Administrative and Support Servies,a_0,"Sales, government funding, grants and susidies",1673,DOLLARS(millions)
2013,N,Administrative and Support Servies,a_0,Total inome,1721,DOLLARS(millions)
2013,N,Administrative and Support Servies,a_0,Total expenditure,1522,DOLLARS(millions)
2013,N,Administrative and Support Servies,a_0,Operating profit efore tax,197,DOLLARS(millions)
2013,N,Administrative and Support Servies,a_0,Total assets,1640,DOLLARS(millions)
2013,N,Administrative and Support Servies,a_0,Fixed tangile assets,699,DOLLARS(millions)
2013,N,Administrative and Support Servies,_1-5,Ativity unit,4302,OUNT
2013,N,Administrative and Support Servies,_1-5,Rolling mean employees,8295,OUNT
2013,N,Administrative and Support Servies,_1-5,Salaries and wages paid,313,DOLLARS(millions)
2013,N,Administrative and Support Servies,_1-5,"Sales, government funding, grants and susidies",1047,DOLLARS(millions)
2013,N,Administrative and Support Servies,_1-5,Total inome,1079,DOLLARS(millions)
2013,N,Administrative and Support Servies,_1-5,Total expenditure,982,DOLLARS(millions)
2013,N,Administrative and Support Servies,_1-5,Operating profit efore tax,98,DOLLARS(millions)
2013,N,Administrative and Support Servies,_1-5,Total assets,966,DOLLARS(millions)
2013,N,Administrative and Support Servies,_1-5,Fixed tangile assets,306,DOLLARS(millions)
2013,N,Administrative and Support Servies,_6-9,Ativity unit,681,OUNT
2013,N,Administrative and Support Servies,_6-9,Rolling mean employees,5136,OUNT
2013,N,Administrative and Support Servies,_6-9,Salaries and wages paid,218,DOLLARS(millions)
2013,N,Administrative and Support Servies,_6-9,"Sales, government funding, grants and susidies",577,DOLLARS(millions)
2013,N,Administrative and Support Servies,_6-9,Total inome,589,DOLLARS(millions)
2013,N,Administrative and Support Servies,_6-9,Total expenditure,564,DOLLARS(millions)
2013,N,Administrative and Support Servies,_6-9,Operating profit efore tax,28,DOLLARS(millions)
2013,N,Administrative and Support Servies,_6-9,Total assets,308,DOLLARS(millions)
2013,N,Administrative and Support Servies,_6-9,Fixed tangile assets,32,DOLLARS(millions)
2013,N,Administrative and Support Servies,d_10-19,Ativity unit,498,OUNT
2013,N,Administrative and Support Servies,d_10-19,Rolling mean employees,6765,OUNT
2013,N,Administrative and Support Servies,d_10-19,Salaries and wages paid,265,DOLLARS(millions)
2013,N,Administrative and Support Servies,d_10-19,"Sales, government funding, grants and susidies",722,DOLLARS(millions)
2013,N,Administrative and Support Servies,d_10-19,Total inome,738,DOLLARS(millions)
2013,N,Administrative and Support Servies,d_10-19,Total expenditure,706,DOLLARS(millions)
2013,N,Administrative and Support Servies,d_10-19,Operating profit efore tax,30,DOLLARS(millions)
2013,N,Administrative and Support Servies,d_10-19,Total assets,433,DOLLARS(millions)
2013,N,Administrative and Support Servies,d_10-19,Fixed tangile assets,92,DOLLARS(millions)
2013,N,Administrative and Support Servies,e_20-49,Ativity unit,273,OUNT
2013,N,Administrative and Support Servies,e_20-49,Rolling mean employees,7851,OUNT
2013,N,Administrative and Support Servies,e_20-49,Salaries and wages paid,278,DOLLARS(millions)
2013,N,Administrative and Support Servies,e_20-49,"Sales, government funding, grants and susidies",766,DOLLARS(millions)
2013,N,Administrative and Support Servies,e_20-49,Total inome,803,DOLLARS(millions)
2013,N,Administrative and Support Servies,e_20-49,Total expenditure,782,DOLLARS(millions)
2013,N,Administrative and Support Servies,e_20-49,Operating profit efore tax,10,DOLLARS(millions)
2013,N,Administrative and Support Servies,e_20-49,Total assets,504,DOLLARS(millions)
2013,N,Administrative and Support Servies,e_20-49,Fixed tangile assets,122,DOLLARS(millions)
2013,N,Administrative and Support Servies,f_50-99,Ativity unit,153,OUNT
2013,N,Administrative and Support Servies,f_50-99,Rolling mean employees,10515,OUNT
2013,N,Administrative and Support Servies,f_50-99,Salaries and wages paid,309,DOLLARS(millions)
2013,N,Administrative and Support Servies,f_50-99,"Sales, government funding, grants and susidies",736,DOLLARS(millions)
2013,N,Administrative and Support Servies,f_50-99,Total inome,756,DOLLARS(millions)
2013,N,Administrative and Support Servies,f_50-99,Total expenditure,648,DOLLARS(millions)
2013,N,Administrative and Support Servies,f_50-99,Operating profit efore tax,118,DOLLARS(millions)
2013,N,Administrative and Support Servies,f_50-99,Total assets,727,DOLLARS(millions)
2013,N,Administrative and Support Servies,f_50-99,Fixed tangile assets,115,DOLLARS(millions)
2013,N,Administrative and Support Servies,g_100-199,Ativity unit,72,OUNT
2013,N,Administrative and Support Servies,g_100-199,Rolling mean employees,9918,OUNT
2013,N,Administrative and Support Servies,g_100-199,Salaries and wages paid,329,DOLLARS(millions)
2013,N,Administrative and Support Servies,g_100-199,"Sales, government funding, grants and susidies",631,DOLLARS(millions)
2013,N,Administrative and Support Servies,g_100-199,Total inome,637,DOLLARS(millions)
2013,N,Administrative and Support Servies,g_100-199,Total expenditure,597,DOLLARS(millions)
2013,N,Administrative and Support Servies,g_100-199,Operating profit efore tax,43,DOLLARS(millions)
2013,N,Administrative and Support Servies,g_100-199,Total assets,359,DOLLARS(millions)
2013,N,Administrative and Support Servies,g_100-199,Fixed tangile assets,89,DOLLARS(millions)
2013,N,Administrative and Support Servies,h_200+,Ativity unit,57,OUNT
2013,N,Administrative and Support Servies,h_200+,Rolling mean employees,44988,OUNT
2013,N,Administrative and Support Servies,h_200+,Salaries and wages paid,1248,DOLLARS(millions)
2013,N,Administrative and Support Servies,h_200+,"Sales, government funding, grants and susidies",2330,DOLLARS(millions)
2013,N,Administrative and Support Servies,h_200+,Total inome,2352,DOLLARS(millions)
2013,N,Administrative and Support Servies,h_200+,Total expenditure,2262,DOLLARS(millions)
2013,N,Administrative and Support Servies,h_200+,Operating profit efore tax,175,DOLLARS(millions)
2013,N,Administrative and Support Servies,h_200+,Total assets,1471,DOLLARS(millions)
2013,N,Administrative and Support Servies,h_200+,Fixed tangile assets,421,DOLLARS(millions)
2013,N,Administrative and Support Servies,i_Industry_Total,Ativity unit,15657,OUNT
2013,N,Administrative and Support Servies,i_Industry_Total,Rolling mean employees,93468,OUNT
2013,N,Administrative and Support Servies,i_Industry_Total,Salaries and wages paid,3120,DOLLARS(millions)
2013,N,Administrative and Support Servies,i_Industry_Total,"Sales, government funding, grants and susidies",8481,DOLLARS(millions)
2013,N,Administrative and Support Servies,i_Industry_Total,Total inome,8675,DOLLARS(millions)
2013,N,Administrative and Support Servies,i_Industry_Total,Total expenditure,8062,DOLLARS(millions)
2013,N,Administrative and Support Servies,i_Industry_Total,Operating profit efore tax,699,DOLLARS(millions)
2013,N,Administrative and Support Servies,i_Industry_Total,Total assets,6408,DOLLARS(millions)
2013,N,Administrative and Support Servies,i_Industry_Total,Fixed tangile assets,1875,DOLLARS(millions)
2013,O,Puli Administration and Safety,a_0,Ativity unit,465,OUNT
2013,O,Puli Administration and Safety,a_0,Rolling mean employees,0,OUNT
2013,O,Puli Administration and Safety,a_0,Salaries and wages paid,14,DOLLARS(millions)
2013,O,Puli Administration and Safety,a_0,"Sales, government funding, grants and susidies",56,DOLLARS(millions)
2013,O,Puli Administration and Safety,a_0,Total inome,60,DOLLARS(millions)
2013,O,Puli Administration and Safety,a_0,Total expenditure,52,DOLLARS(millions)
2013,O,Puli Administration and Safety,a_0,Operating profit efore tax,8,DOLLARS(millions)
2013,O,Puli Administration and Safety,a_0,Total assets,68,DOLLARS(millions)
2013,O,Puli Administration and Safety,a_0,Fixed tangile assets,32,DOLLARS(millions)
2013,O,Puli Administration and Safety,_1-5,Ativity unit,342,OUNT
2013,O,Puli Administration and Safety,_1-5,Rolling mean employees,789,OUNT
2013,O,Puli Administration and Safety,_1-5,Salaries and wages paid,35,DOLLARS(millions)
2013,O,Puli Administration and Safety,_1-5,"Sales, government funding, grants and susidies",109,DOLLARS(millions)
2013,O,Puli Administration and Safety,_1-5,Total inome,111,DOLLARS(millions)
2013,O,Puli Administration and Safety,_1-5,Total expenditure,100,DOLLARS(millions)
2013,O,Puli Administration and Safety,_1-5,Operating profit efore tax,12,DOLLARS(millions)
2013,O,Puli Administration and Safety,_1-5,Total assets,62,DOLLARS(millions)
2013,O,Puli Administration and Safety,_1-5,Fixed tangile assets,13,DOLLARS(millions)
2013,O,Puli Administration and Safety,_6-9,Ativity unit,72,OUNT
2013,O,Puli Administration and Safety,_6-9,Rolling mean employees,513,OUNT
2013,O,Puli Administration and Safety,_6-9,Salaries and wages paid,18,DOLLARS(millions)
2013,O,Puli Administration and Safety,_6-9,"Sales, government funding, grants and susidies",44,DOLLARS(millions)
2013,O,Puli Administration and Safety,_6-9,Total inome,44,DOLLARS(millions)
2013,O,Puli Administration and Safety,_6-9,Total expenditure,40,DOLLARS(millions)
2013,O,Puli Administration and Safety,_6-9,Operating profit efore tax,4,DOLLARS(millions)
2013,O,Puli Administration and Safety,_6-9,Total assets,22,DOLLARS(millions)
2013,O,Puli Administration and Safety,_6-9,Fixed tangile assets,6,DOLLARS(millions)
2013,O,Puli Administration and Safety,d_10-19,Ativity unit,63,OUNT
2013,O,Puli Administration and Safety,d_10-19,Rolling mean employees,807,OUNT
2013,O,Puli Administration and Safety,d_10-19,Salaries and wages paid,27,DOLLARS(millions)
2013,O,Puli Administration and Safety,d_10-19,"Sales, government funding, grants and susidies",62,DOLLARS(millions)
2013,O,Puli Administration and Safety,d_10-19,Total inome,65,DOLLARS(millions)
2013,O,Puli Administration and Safety,d_10-19,Total expenditure,60,DOLLARS(millions)
2013,O,Puli Administration and Safety,d_10-19,Operating profit efore tax,6,DOLLARS(millions)
2013,O,Puli Administration and Safety,d_10-19,Total assets,31,DOLLARS(millions)
2013,O,Puli Administration and Safety,d_10-19,Fixed tangile assets,8,DOLLARS(millions)
2013,O,Puli Administration and Safety,e_20-49,Ativity unit,51,OUNT
2013,O,Puli Administration and Safety,e_20-49,Rolling mean employees,1521,OUNT
2013,O,Puli Administration and Safety,e_20-49,Salaries and wages paid,44,DOLLARS(millions)
2013,O,Puli Administration and Safety,e_20-49,"Sales, government funding, grants and susidies",,DOLLARS(millions)
2013,O,Puli Administration and Safety,e_20-49,Total inome,109,DOLLARS(millions)
2013,O,Puli Administration and Safety,e_20-49,Total expenditure,100,DOLLARS(millions)
2013,O,Puli Administration and Safety,e_20-49,Operating profit efore tax,10,DOLLARS(millions)
2013,O,Puli Administration and Safety,e_20-49,Total assets,61,DOLLARS(millions)
2013,O,Puli Administration and Safety,e_20-49,Fixed tangile assets,15,DOLLARS(millions)
2013,O,Puli Administration and Safety,f_50-99,Ativity unit,15,OUNT
2013,O,Puli Administration and Safety,f_50-99,Rolling mean employees,915,OUNT
2013,O,Puli Administration and Safety,f_50-99,Salaries and wages paid,28,DOLLARS(millions)
2013,O,Puli Administration and Safety,f_50-99,"Sales, government funding, grants and susidies",51,DOLLARS(millions)
2013,O,Puli Administration and Safety,f_50-99,Total inome,51,DOLLARS(millions)
2013,O,Puli Administration and Safety,f_50-99,Total expenditure,53,DOLLARS(millions)
2013,O,Puli Administration and Safety,f_50-99,Operating profit efore tax,-2,DOLLARS(millions)
2013,O,Puli Administration and Safety,f_50-99,Total assets,22,DOLLARS(millions)
2013,O,Puli Administration and Safety,f_50-99,Fixed tangile assets,6,DOLLARS(millions)
2013,O,Puli Administration and Safety,g_100-199,Ativity unit,6,OUNT
2013,O,Puli Administration and Safety,g_100-199,Rolling mean employees,783,OUNT
2013,O,Puli Administration and Safety,g_100-199,Salaries and wages paid,28,DOLLARS(millions)
2013,O,Puli Administration and Safety,g_100-199,"Sales, government funding, grants and susidies",45,DOLLARS(millions)
2013,O,Puli Administration and Safety,g_100-199,Total inome,45,DOLLARS(millions)
2013,O,Puli Administration and Safety,g_100-199,Total expenditure,42,DOLLARS(millions)
2013,O,Puli Administration and Safety,g_100-199,Operating profit efore tax,,DOLLARS(millions)
2013,O,Puli Administration and Safety,g_100-199,Total assets,22,DOLLARS(millions)
2013,O,Puli Administration and Safety,g_100-199,Fixed tangile assets,5,DOLLARS(millions)
2013,O,Puli Administration and Safety,h_200+,Ativity unit,9,OUNT
2013,O,Puli Administration and Safety,h_200+,Rolling mean employees,6999,OUNT
2013,O,Puli Administration and Safety,h_200+,Salaries and wages paid,302,DOLLARS(millions)
2013,O,Puli Administration and Safety,h_200+,"Sales, government funding, grants and susidies",555,DOLLARS(millions)
2013,O,Puli Administration and Safety,h_200+,Total inome,556,DOLLARS(millions)
2013,O,Puli Administration and Safety,h_200+,Total expenditure,534,DOLLARS(millions)
2013,O,Puli Administration and Safety,h_200+,Operating profit efore tax,22,DOLLARS(millions)
2013,O,Puli Administration and Safety,h_200+,Total assets,550,DOLLARS(millions)
2013,O,Puli Administration and Safety,h_200+,Fixed tangile assets,91,DOLLARS(millions)
2013,O,Puli Administration and Safety,i_Industry_Total,Ativity unit,1023,OUNT
2013,O,Puli Administration and Safety,i_Industry_Total,Rolling mean employees,12330,OUNT
2013,O,Puli Administration and Safety,i_Industry_Total,Salaries and wages paid,496,DOLLARS(millions)
2013,O,Puli Administration and Safety,i_Industry_Total,"Sales, government funding, grants and susidies",,DOLLARS(millions)
2013,O,Puli Administration and Safety,i_Industry_Total,Total inome,1041,DOLLARS(millions)
2013,O,Puli Administration and Safety,i_Industry_Total,Total expenditure,981,DOLLARS(millions)
2013,O,Puli Administration and Safety,i_Industry_Total,Operating profit efore tax,,DOLLARS(millions)
2013,O,Puli Administration and Safety,i_Industry_Total,Total assets,838,DOLLARS(millions)
2013,O,Puli Administration and Safety,i_Industry_Total,Fixed tangile assets,176,DOLLARS(millions)
2013,P,Eduation and Training,a_0,Ativity unit,2178,OUNT
2013,P,Eduation and Training,a_0,Rolling mean employees,0,OUNT
2013,P,Eduation and Training,a_0,Salaries and wages paid,56,DOLLARS(millions)
2013,P,Eduation and Training,a_0,"Sales, government funding, grants and susidies",237,DOLLARS(millions)
2013,P,Eduation and Training,a_0,Total inome,268,DOLLARS(millions)
2013,P,Eduation and Training,a_0,Total expenditure,219,DOLLARS(millions)
2013,P,Eduation and Training,a_0,Operating profit efore tax,50,DOLLARS(millions)
2013,P,Eduation and Training,a_0,Total assets,378,DOLLARS(millions)
2013,P,Eduation and Training,a_0,Fixed tangile assets,183,DOLLARS(millions)
2013,P,Eduation and Training,_1-5,Ativity unit,1497,OUNT
2013,P,Eduation and Training,_1-5,Rolling mean employees,3537,OUNT
2013,P,Eduation and Training,_1-5,Salaries and wages paid,117,DOLLARS(millions)
2013,P,Eduation and Training,_1-5,"Sales, government funding, grants and susidies",320,DOLLARS(millions)
2013,P,Eduation and Training,_1-5,Total inome,358,DOLLARS(millions)
2013,P,Eduation and Training,_1-5,Total expenditure,321,DOLLARS(millions)
2013,P,Eduation and Training,_1-5,Operating profit efore tax,41,DOLLARS(millions)
2013,P,Eduation and Training,_1-5,Total assets,330,DOLLARS(millions)
2013,P,Eduation and Training,_1-5,Fixed tangile assets,151,DOLLARS(millions)
2013,P,Eduation and Training,_6-9,Ativity unit,540,OUNT
2013,P,Eduation and Training,_6-9,Rolling mean employees,3921,OUNT
2013,P,Eduation and Training,_6-9,Salaries and wages paid,118,DOLLARS(millions)
2013,P,Eduation and Training,_6-9,"Sales, government funding, grants and susidies",198,DOLLARS(millions)
2013,P,Eduation and Training,_6-9,Total inome,222,DOLLARS(millions)
2013,P,Eduation and Training,_6-9,Total expenditure,222,DOLLARS(millions)
2013,P,Eduation and Training,_6-9,Operating profit efore tax,-2,DOLLARS(millions)
2013,P,Eduation and Training,_6-9,Total assets,181,DOLLARS(millions)
2013,P,Eduation and Training,_6-9,Fixed tangile assets,85,DOLLARS(millions)
2013,P,Eduation and Training,d_10-19,Ativity unit,645,OUNT
2013,P,Eduation and Training,d_10-19,Rolling mean employees,8604,OUNT
2013,P,Eduation and Training,d_10-19,Salaries and wages paid,278,DOLLARS(millions)
2013,P,Eduation and Training,d_10-19,"Sales, government funding, grants and susidies",440,DOLLARS(millions)
2013,P,Eduation and Training,d_10-19,Total inome,488,DOLLARS(millions)
