,Provincia,Edad Aprox.,Sexo
2681,12,14,HOMBRE
2682,1,16,MUJER
2683,19,7,HOMBRE
2684,6,18,MUJER
2685,1,16,HOMBRE
2686,1,12,MUJER
2687,2,14,MUJER
2688,1,15,HOMBRE
2689,19,13,HOMBRE
2690,1,12,MUJER
2691,17,20,HOMBRE
2692,1,19,HOMBRE
2693,1,16,HOMBRE
2694,9,57,HOMBRE
2695,1,27,HOMBRE
2696,1,25,MUJER
2697,4,47,HOMBRE
2698,5,21,HOMBRE
2699,2,19,MUJER
2700,1,19,HOMBRE
2701,8,58,HOMBRE
2702,4,16,MUJER
2703,19,5,HOMBRE
2704,19,13,HOMBRE
2705,19,13,HOMBRE
2706,1,17,HOMBRE
2707,20,5,HOMBRE
2708,18,13,HOMBRE
2709,2,26,HOMBRE
2710,17,16,HOMBRE
2711,1,15,MUJER
2712,19,13,MUJER
2713,19,13,HOMBRE
2714,19,20,HOMBRE
2715,1,26,HOMBRE
2716,6,22,HOMBRE
2717,3,24,HOMBRE
2718,2,14,MUJER
2719,19,13,HOMBRE
2720,7,22,HOMBRE
2721,2,16,MUJER
2722,1,12,MUJER
2723,1,26,HOMBRE
2724,19,11,HOMBRE
2725,20,8,HOMBRE
2726,4,49,HOMBRE
2727,1,23,HOMBRE
2728,13,15,MUJER
2729,1,26,HOMBRE
2730,21,15,HOMBRE
2731,6,21,HOMBRE
2732,4,23,HOMBRE
2733,3,15,MUJER
2734,7,22,HOMBRE
2735,1,13,MUJER
2736,19,13,MUJER
2737,18,13,HOMBRE
2738,7,22,HOMBRE
2739,2,16,HOMBRE
2740,1,24,MUJER
2741,1,15,HOMBRE
2742,1,15,MUJER
2743,20,8,HOMBRE
2744,17,14,HOMBRE
2745,3,16,MUJER
2746,17,14,HOMBRE
2747,19,13,HOMBRE
2748,1,12,MUJER
2749,19,13,HOMBRE
2750,17,21,HOMBRE
2751,1,73,HOMBRE
2752,1,73,HOMBRE
2753,20,6,HOMBRE
2754,1,25,HOMBRE
2755,19,11,HOMBRE
2756,19,3,HOMBRE
2757,17,14,HOMBRE
2758,3,48,HOMBRE
2759,13,14,HOMBRE
2760,18,13,HOMBRE
2761,2,50,HOMBRE
2762,2,16,HOMBRE
2763,1,25,HOMBRE
2764,1,24,HOMBRE
2765,2,29,HOMBRE
2766,7,22,HOMBRE
2767,6,67,HOMBRE
2768,1,20,HOMBRE
2769,18,19,HOMBRE
2770,1,27,HOMBRE
2771,1,17,HOMBRE
2772,18,13,HOMBRE
2773,18,14,HOMBRE
2774,12,58,HOMBRE
2775,1,24,HOMBRE
2776,5,58,HOMBRE
2777,17,14,HOMBRE
2778,2,26,HOMBRE
2779,17,14,HOMBRE
2780,19,13,HOMBRE
2781,2,26,MUJER
2782,1,15,HOMBRE
2783,18,13,HOMBRE
2784,17,21,MUJER
2785,1,67,HOMBRE
2786,17,14,HOMBRE
2787,17,14,HOMBRE
2788,18,13,HOMBRE
2789,17,14,HOMBRE
2790,21,16,HOMBRE
2791,1,16,HOMBRE
2792,18,14,HOMBRE
2793,14,14,HOMBRE
2794,12,57,HOMBRE
2795,19,3,HOMBRE
2796,6,21,HOMBRE
2797,1,16,MUJER
2798,20,15,HOMBRE
2799,18,14,HOMBRE
2800,4,15,MUJER
2801,5,21,HOMBRE
2802,2,16,HOMBRE
2803,1,72,HOMBRE
2804,17,18,HOMBRE
2805,17,22,HOMBRE
2806,2,57,HOMBRE
2807,18,14,HOMBRE
2808,2,15,MUJER
2809,17,14,HOMBRE
2810,1,15,HOMBRE
2811,1,25,HOMBRE
2812,19,13,HOMBRE
2813,17,14,HOMBRE
2814,1,14,MUJER
2815,19,4,HOMBRE
2816,1,24,HOMBRE
2817,3,30,HOMBRE
2818,17,16,HOMBRE
2819,3,55,HOMBRE
2820,1,20,HOMBRE
2821,18,14,HOMBRE
2822,5,21,HOMBRE
2823,1,24,MUJER
2824,9,57,HOMBRE
2825,17,15,HOMBRE
2826,5,58,HOMBRE
2827,3,20,HOMBRE
2828,3,30,HOMBRE
2829,17,16,MUJER
2830,4,15,MUJER
2831,1,16,HOMBRE
2832,19,12,HOMBRE
2833,19,13,HOMBRE
2834,1,15,HOMBRE
2835,21,17,HOMBRE
2836,17,14,HOMBRE
2837,3,30,HOMBRE
2838,9,58,HOMBRE
2839,1,18,HOMBRE
2840,2,24,HOMBRE
2841,1,15,HOMBRE
2842,17,20,HOMBRE
2843,1,27,HOMBRE
2844,4,53,HOMBRE
2845,1,16,HOMBRE
2846,1,59,HOMBRE
2847,3,16,HOMBRE
2848,1,24,HOMBRE
2849,7,21,MUJER
2850,1,17,MUJER
2851,3,55,HOMBRE
2852,19,9,HOMBRE
2853,17,22,HOMBRE
2854,1,25,HOMBRE
2855,6,21,HOMBRE
2856,19,3,HOMBRE
2857,16,14,HOMBRE
2858,1,15,MUJER
2859,2,20,HOMBRE
2860,8,15,MUJER
2861,19,14,HOMBRE
2862,1,16,HOMBRE
2863,19,4,HOMBRE
2864,3,15,MUJER
2865,3,30,HOMBRE
2866,1,14,HOMBRE
2867,19,8,HOMBRE
2868,18,13,HOMBRE
2869,17,18,HOMBRE
2870,1,27,HOMBRE
2871,1,24,HOMBRE
2872,21,15,HOMBRE
2873,19,10,HOMBRE
2874,1,20,HOMBRE
2875,1,27,HOMBRE
2876,8,65,HOMBRE
2877,1,56,HOMBRE
2878,9,62,HOMBRE
2879,20,6,HOMBRE
2880,1,26,HOMBRE
2881,5,55,HOMBRE
2882,17,14,HOMBRE
2883,1,17,HOMBRE
2884,12,14,HOMBRE
2885,21,15,HOMBRE
2886,17,22,HOMBRE
2887,1,24,HOMBRE
2888,2,26,HOMBRE
2889,1,72,HOMBRE
2890,4,52,HOMBRE
2891,4,21,HOMBRE
2892,1,60,HOMBRE
2893,19,9,HOMBRE
2894,19,12,HOMBRE
2895,3,24,HOMBRE
2896,17,20,HOMBRE
2897,19,13,HOMBRE
2898,18,13,HOMBRE
2899,1,25,MUJER
2900,4,50,HOMBRE
2901,18,13,HOMBRE
2902,3,16,HOMBRE
2903,12,59,HOMBRE
2904,7,22,HOMBRE
2905,19,6,HOMBRE
2906,1,59,HOMBRE
2907,1,71,HOMBRE
2908,19,12,HOMBRE
2909,13,14,HOMBRE
2910,7,22,HOMBRE
2911,12,58,HOMBRE
2912,1,14,MUJER
2913,1,27,HOMBRE
2914,4,51,HOMBRE
2915,20,5,HOMBRE
2916,19,13,HOMBRE
2917,3,24,HOMBRE
2918,3,55,HOMBRE
2919,1,14,HOMBRE
2920,2,50,HOMBRE
2921,7,22,HOMBRE
2922,3,61,HOMBRE
2923,1,69,HOMBRE
2924,2,26,HOMBRE
2925,19,4,HOMBRE
2926,21,6,HOMBRE
2927,19,13,MUJER
2928,3,59,HOMBRE
2929,19,13,HOMBRE
2930,17,19,MUJER
2931,17,17,HOMBRE
2932,5,22,HOMBRE
2933,11,57,HOMBRE
2934,1,15,HOMBRE
2935,1,16,HOMBRE
2936,7,56,HOMBRE
2937,1,27,HOMBRE
2938,17,14,HOMBRE
2939,4,21,HOMBRE
2940,1,24,HOMBRE
2941,2,24,HOMBRE
2942,19,6,HOMBRE
2943,18,14,HOMBRE
2944,1,24,MUJER
2945,17,16,HOMBRE
2946,8,57,HOMBRE
2947,7,22,HOMBRE
2948,1,16,HOMBRE
2949,4,21,HOMBRE
2950,18,13,HOMBRE
2951,1,24,HOMBRE
2952,1,17,MUJER
2953,1,17,MUJER
2954,19,3,HOMBRE
2955,20,6,HOMBRE
2956,1,25,HOMBRE
2957,3,15,MUJER
2958,1,26,HOMBRE
2959,1,18,HOMBRE
2960,1,15,MUJER
2961,1,26,HOMBRE
2962,19,13,HOMBRE
2963,3,20,HOMBRE
2964,1,26,HOMBRE
2965,19,12,HOMBRE
2966,19,11,HOMBRE
2967,19,10,HOMBRE
2968,6,21,HOMBRE
2969,1,24,HOMBRE
2970,1,24,HOMBRE
2971,1,17,MUJER
2972,20,6,HOMBRE
2973,19,13,MUJER
2974,2,15,MUJER
2975,5,16,MUJER
2976,2,25,HOMBRE
2977,4,54,HOMBRE
2978,3,20,HOMBRE
2979,18,14,HOMBRE
2980,3,46,HOMBRE
2981,17,19,HOMBRE
2982,20,5,HOMBRE
2983,17,15,HOMBRE
2984,1,19,HOMBRE
2985,19,11,HOMBRE
2986,2,20,HOMBRE
2987,17,22,HOMBRE
2988,1,12,MUJER
2989,21,6,HOMBRE
2990,1,24,HOMBRE
2991,1,17,MUJER
2992,17,14,HOMBRE
2993,1,61,HOMBRE
2994,1,25,HOMBRE
2995,3,15,MUJER
2996,18,13,HOMBRE
2997,1,27,HOMBRE
2998,5,16,MUJER
2999,1,73,HOMBRE
3000,19,9,HOMBRE
3001,16,16,MUJER
3002,3,16,MUJER
3003,2,25,HOMBRE
3004,1,18,HOMBRE
3005,7,22,HOMBRE
3006,1,24,HOMBRE
3007,2,15,MUJER
3008,18,20,HOMBRE
3009,3,28,HOMBRE
3010,1,17,HOMBRE
3011,19,3,HOMBRE
3012,4,16,MUJER
3013,2,28,HOMBRE
3014,5,68,HOMBRE
3015,18,13,HOMBRE
3016,2,15,MUJER
3017,19,10,HOMBRE
3018,18,14,HOMBRE
3019,1,57,HOMBRE
3020,1,17,HOMBRE
3021,21,15,HOMBRE
3022,3,55,HOMBRE
3023,2,16,HOMBRE
3024,18,12,HOMBRE
3025,4,15,MUJER
3026,5,21,HOMBRE
3027,18,13,HOMBRE
3028,1,68,HOMBRE
3029,17,14,HOMBRE
3030,18,14,HOMBRE
3031,17,13,HOMBRE
3032,17,21,HOMBRE
3033,17,14,HOMBRE
3034,18,13,HOMBRE
3035,17,19,HOMBRE
3036,3,15,MUJER
3037,19,11,HOMBRE
3038,19,13,HOMBRE
3039,3,16,HOMBRE
3040,17,13,HOMBRE
3041,1,14,MUJER
3042,17,16,HOMBRE
3043,19,9,HOMBRE
3044,7,20,MUJER
3045,17,14,HOMBRE
3046,1,15,MUJER
3047,2,26,MUJER
3048,4,45,HOMBRE
3049,2,56,HOMBRE
3050,20,14,HOMBRE
3051,5,21,MUJER
3052,7,22,HOMBRE
3053,1,12,HOMBRE
3054,2,16,HOMBRE
3055,19,12,HOMBRE
3056,20,7,HOMBRE
3057,1,14,HOMBRE
3058,17,13,HOMBRE
3059,3,55,HOMBRE
3060,18,13,HOMBRE
3061,1,14,HOMBRE
3062,3,15,MUJER
3063,1,16,HOMBRE
3064,17,19,HOMBRE
3065,2,16,HOMBRE
3066,1,12,MUJER
3067,1,16,HOMBRE
3068,1,15,HOMBRE
3069,19,5,HOMBRE
3070,1,57,HOMBRE
3071,20,4,HOMBRE
3072,12,58,HOMBRE
3073,7,65,HOMBRE
3074,19,13,MUJER
3075,17,19,HOMBRE
3076,18,13,HOMBRE
3077,4,21,HOMBRE
3078,17,14,HOMBRE
3079,19,13,MUJER
3080,17,16,HOMBRE
3081,4,69,HOMBRE
3082,2,16,HOMBRE
3083,17,14,HOMBRE
3084,4,44,HOMBRE
3085,2,20,HOMBRE
3086,11,57,HOMBRE
3087,1,17,HOMBRE
3088,5,16,MUJER
3089,2,19,MUJER
3090,1,15,MUJER
3091,1,16,HOMBRE
3092,17,15,HOMBRE
3093,1,13,MUJER
3094,17,20,HOMBRE
3095,19,12,HOMBRE
3096,16,14,HOMBRE
3097,2,26,HOMBRE
3098,7,22,HOMBRE
3099,19,12,HOMBRE
3100,1,17,HOMBRE
3101,1,26,HOMBRE
3102,19,14,HOMBRE
3103,18,14,HOMBRE
3104,20,5,HOMBRE
3105,7,65,HOMBRE
3106,1,24,HOMBRE
3107,5,23,HOMBRE
3108,3,29,HOMBRE
3109,17,13,HOMBRE
3110,7,22,HOMBRE
3111,17,16,HOMBRE
3112,1,26,HOMBRE
3113,18,13,HOMBRE
3114,6,21,HOMBRE
3115,7,58,HOMBRE
3116,12,14,HOMBRE
3117,17,15,HOMBRE
3118,5,21,HOMBRE
3119,20,6,HOMBRE
3120,17,16,HOMBRE
3121,19,9,HOMBRE
3122,17,15,HOMBRE
3123,2,26,HOMBRE
3124,2,52,HOMBRE
3125,1,16,HOMBRE
3126,19,13,HOMBRE
3127,19,13,HOMBRE
3128,9,54,HOMBRE
3129,1,14,MUJER
3130,20,14,HOMBRE
3131,1,16,HOMBRE
3132,2,25,HOMBRE
3133,7,21,MUJER
3134,1,24,MUJER
3135,1,14,MUJER
3136,1,25,HOMBRE
3137,21,5,HOMBRE
3138,1,12,MUJER
3139,1,25,MUJER
3140,17,22,HOMBRE
3141,19,12,HOMBRE
3142,2,14,MUJER
3143,18,14,HOMBRE
3144,5,21,MUJER
3145,1,17,HOMBRE
3146,1,14,MUJER
3147,21,16,HOMBRE
3148,19,13,MUJER
3149,18,13,HOMBRE
3150,3,20,HOMBRE
3151,19,11,HOMBRE
3152,18,14,HOMBRE
3153,17,20,HOMBRE
3154,19,13,HOMBRE
3155,1,16,HOMBRE
3156,20,14,HOMBRE
3157,18,13,HOMBRE
3158,17,16,HOMBRE
3159,17,14,HOMBRE
3160,2,27,HOMBRE
3161,19,13,MUJER
3162,1,16,HOMBRE
3163,2,26,MUJER
3164,3,20,MUJER
3165,19,11,HOMBRE
3166,1,12,MUJER
3167,21,5,HOMBRE
3168,1,26,HOMBRE
3169,19,4,HOMBRE
3170,5,16,MUJER
3171,2,62,HOMBRE
3172,1,27,HOMBRE
3173,3,15,MUJER
3174,5,21,MUJER
3175,1,27,HOMBRE
3176,19,5,HOMBRE
3177,2,15,MUJER
3178,7,22,HOMBRE
3179,6,21,MUJER
3180,20,6,HOMBRE
3181,1,16,MUJER
3182,17,15,HOMBRE
3183,18,12,HOMBRE
3184,1,25,HOMBRE
3185,6,22,HOMBRE
3186,17,22,HOMBRE
3187,18,12,HOMBRE
3188,19,11,HOMBRE
3189,17,22,HOMBRE
3190,2,19,MUJER
3191,19,13,HOMBRE
3192,17,22,HOMBRE
3193,1,27,HOMBRE
3194,1,27,HOMBRE
3195,11,58,HOMBRE
3196,2,26,MUJER
3197,1,27,HOMBRE
3198,1,16,HOMBRE
3199,9,58,HOMBRE
3200,19,13,MUJER
3201,3,55,HOMBRE
3202,1,14,MUJER
3203,1,12,HOMBRE
3204,2,57,HOMBRE
3205,2,15,MUJER
3206,18,13,HOMBRE
3207,1,12,MUJER
3208,1,24,HOMBRE
3209,1,18,HOMBRE
3210,18,13,HOMBRE
3211,19,3,HOMBRE
3212,6,16,MUJER
3213,2,26,MUJER
3214,2,20,HOMBRE
3215,1,59,HOMBRE
3216,3,30,HOMBRE
3217,21,6,HOMBRE
3218,2,25,HOMBRE
3219,1,16,HOMBRE
3220,1,15,HOMBRE
3221,18,14,HOMBRE
3222,1,16,MUJER
3223,19,19,HOMBRE
3224,7,22,HOMBRE
3225,19,13,HOMBRE
3226,2,25,HOMBRE
3227,1,12,MUJER
3228,17,14,HOMBRE
3229,20,17,HOMBRE
3230,17,16,HOMBRE
3231,4,16,MUJER
3232,1,16,MUJER
3233,7,58,HOMBRE
3234,19,14,HOMBRE
3235,10,15,MUJER
3236,4,50,HOMBRE
3237,19,6,HOMBRE
3238,1,24,MUJER
3239,1,13,HOMBRE
3240,21,15,HOMBRE
3241,6,21,MUJER
3242,2,14,MUJER
3243,1,24,HOMBRE
3244,21,15,HOMBRE
3245,3,20,HOMBRE
3246,3,15,MUJER
3247,17,14,HOMBRE
3248,1,16,HOMBRE
3249,3,20,MUJER
3250,17,14,HOMBRE
3251,18,13,HOMBRE
3252,19,6,HOMBRE
3253,3,28,HOMBRE
3254,6,21,HOMBRE
3255,21,15,HOMBRE
3256,1,15,MUJER
3257,1,17,MUJER
3258,7,15,MUJER
3259,1,25,HOMBRE
3260,17,14,HOMBRE
3261,3,30,HOMBRE
3262,19,13,HOMBRE
3263,19,3,HOMBRE
3264,19,13,HOMBRE
3265,19,9,HOMBRE
3266,19,13,HOMBRE
3267,2,16,HOMBRE
3268,1,26,HOMBRE
3269,7,51,HOMBRE
3270,2,26,HOMBRE
3271,6,17,MUJER
3272,21,6,HOMBRE
3273,20,7,HOMBRE
3274,18,14,HOMBRE
3275,1,12,MUJER
3276,1,16,MUJER
3277,1,24,MUJER
3278,1,14,HOMBRE
3279,18,13,HOMBRE
3280,19,13,MUJER
3281,1,56,HOMBRE
3282,1,18,HOMBRE
3283,19,5,HOMBRE
3284,20,6,HOMBRE
3285,1,15,HOMBRE
3286,1,18,MUJER
3287,21,5,HOMBRE
3288,2,26,MUJER
3289,20,7,HOMBRE
3290,2,14,MUJER
3291,7,22,HOMBRE
3292,1,16,HOMBRE
3293,18,14,HOMBRE
3294,1,14,MUJER
3295,19,4,HOMBRE
3296,1,18,HOMBRE
3297,18,13,HOMBRE
3298,1,15,MUJER
3299,5,21,HOMBRE
3300,19,13,HOMBRE
3301,19,5,HOMBRE
3302,7,21,MUJER
3303,1,15,HOMBRE
3304,1,57,HOMBRE
3305,19,10,HOMBRE
3306,17,13,HOMBRE
3307,4,46,HOMBRE
3308,1,68,HOMBRE
3309,19,13,MUJER
3310,1,15,HOMBRE
3311,1,24,HOMBRE
3312,19,3,HOMBRE
3313,1,17,HOMBRE
3314,8,52,HOMBRE
3315,3,16,HOMBRE
3316,1,64,HOMBRE
3317,19,5,HOMBRE
3318,1,16,HOMBRE
3319,2,15,MUJER
3320,17,22,HOMBRE
3321,1,18,HOMBRE
3322,19,14,HOMBRE
3323,1,25,HOMBRE
3324,4,16,MUJER
3325,18,13,HOMBRE
3326,5,16,MUJER
3327,17,14,HOMBRE
3328,1,12,MUJER
3329,2,24,HOMBRE
3330,1,15,MUJER
3331,1,19,HOMBRE
3332,20,5,HOMBRE
3333,18,11,HOMBRE
3334,7,22,HOMBRE
3335,8,52,HOMBRE
3336,4,38,HOMBRE
3337,17,22,HOMBRE
3338,20,4,HOMBRE
3339,1,25,HOMBRE
3340,2,26,HOMBRE
3341,1,15,HOMBRE
3342,1,19,HOMBRE
3343,1,27,HOMBRE
3344,18,14,HOMBRE
3345,2,26,MUJER
3346,18,13,HOMBRE
3347,17,14,HOMBRE
3348,19,6,HOMBRE
3349,1,58,HOMBRE
3350,1,14,MUJER
3351,1,14,MUJER
3352,19,4,HOMBRE
3353,18,14,HOMBRE
3354,3,16,HOMBRE
3355,2,16,MUJER
3356,3,56,HOMBRE
3357,6,15,MUJER
3358,12,59,HOMBRE
3359,20,5,HOMBRE
3360,20,4,HOMBRE
3361,1,27,HOMBRE
3362,2,52,HOMBRE
3363,14,16,MUJER
3364,17,18,MUJER
3365,19,13,HOMBRE
3366,1,14,HOMBRE
3367,19,13,HOMBRE
3368,2,26,HOMBRE
3369,11,58,HOMBRE
3370,1,20,HOMBRE
3371,1,28,HOMBRE
3372,1,24,HOMBRE
3373,20,5,HOMBRE
3374,1,20,HOMBRE
3375,19,4,HOMBRE
3376,1,16,HOMBRE
3377,1,15,HOMBRE
3378,2,58,HOMBRE
3379,1,14,HOMBRE
3380,17,14,HOMBRE
3381,3,15,MUJER
3382,3,24,HOMBRE
3383,18,13,HOMBRE
3384,1,18,HOMBRE
3385,19,11,HOMBRE
3386,1,26,HOMBRE
3387,1,12,HOMBRE
3388,3,30,HOMBRE
3389,2,15,HOMBRE
3390,19,12,HOMBRE
3391,1,25,HOMBRE
3392,4,51,HOMBRE
3393,19,9,HOMBRE
3394,18,13,HOMBRE
3395,3,16,MUJER
3396,1,26,HOMBRE
3397,19,13,MUJER
3398,1,18,HOMBRE
3399,17,22,HOMBRE
3400,20,5,HOMBRE
3401,18,11,HOMBRE
3402,3,15,MUJER
3403,1,25,HOMBRE
3404,17,17,HOMBRE
3405,6,19,HOMBRE
3406,1,20,HOMBRE
3407,18,13,HOMBRE
3408,4,48,HOMBRE
3409,1,17,HOMBRE
3410,6,20,HOMBRE
3411,19,6,HOMBRE
3412,2,50,HOMBRE
3413,18,17,HOMBRE
3414,1,12,MUJER
3415,19,6,HOMBRE
3416,21,16,HOMBRE
3417,3,15,MUJER
3418,17,16,HOMBRE
3419,19,20,HOMBRE
3420,6,18,MUJER
3421,19,13,MUJER
3422,1,24,HOMBRE
3423,1,27,HOMBRE
3424,1,18,MUJER
3425,1,16,HOMBRE
3426,1,16,MUJER
3427,1,14,MUJER
3428,17,21,MUJER
3429,10,55,HOMBRE
3430,4,55,HOMBRE
3431,3,48,HOMBRE
3432,3,16,HOMBRE
3433,1,16,HOMBRE
3434,19,4,HOMBRE
3435,19,3,HOMBRE
3436,3,46,HOMBRE
3437,18,14,HOMBRE
3438,17,22,HOMBRE
3439,4,47,HOMBRE
3440,18,14,HOMBRE
3441,2,27,HOMBRE
3442,4,15,MUJER
3443,1,15,HOMBRE
3444,18,13,HOMBRE
3445,1,14,HOMBRE
3446,1,15,MUJER
3447,2,56,HOMBRE
3448,19,8,HOMBRE
3449,4,49,HOMBRE
3450,1,17,MUJER
3451,17,19,MUJER
3452,4,21,MUJER
3453,1,25,HOMBRE
3454,2,72,HOMBRE
3455,11,58,HOMBRE
3456,1,25,HOMBRE
3457,4,23,HOMBRE
3458,17,13,HOMBRE
3459,2,51,HOMBRE
3460,6,21,MUJER
3461,1,16,HOMBRE
3462,2,25,HOMBRE
3463,1,20,HOMBRE
3464,1,16,HOMBRE
3465,19,5,HOMBRE
3466,20,5,HOMBRE
3467,1,25,HOMBRE
3468,1,24,HOMBRE
3469,17,14,HOMBRE
3470,1,25,HOMBRE
3471,4,33,HOMBRE
3472,2,50,HOMBRE
3473,16,14,HOMBRE
3474,18,13,HOMBRE
3475,1,17,HOMBRE
3476,5,16,MUJER
3477,17,14,HOMBRE
3478,1,17,MUJER
3479,1,72,HOMBRE
3480,17,15,MUJER
3481,19,13,HOMBRE
3482,3,27,HOMBRE
3483,12,59,HOMBRE
3484,1,26,HOMBRE
3485,1,17,MUJER
3486,9,71,HOMBRE
3487,8,41,HOMBRE
3488,13,19,HOMBRE
3489,14,60,HOMBRE
3490,2,14,HOMBRE
3491,1,14,HOMBRE
3492,1,71,HOMBRE
3493,10,72,HOMBRE
3494,2,69,HOMBRE
3495,1,81,HOMBRE
3496,4,76,HOMBRE
3497,7,59,HOMBRE
3498,4,85,HOMBRE
3499,5,73,HOMBRE
3500,13,29,HOMBRE
3501,4,80,HOMBRE
3502,3,62,HOMBRE
3503,4,62,HOMBRE
3504,4,80,HOMBRE
3505,6,75,HOMBRE
3506,18,38,MUJER
3507,5,59,HOMBRE
3508,18,36,MUJER
3509,4,25,HOMBRE
3510,20,31,HOMBRE
3511,1,62,HOMBRE
3512,2,60,HOMBRE
3513,13,18,HOMBRE
3514,5,68,HOMBRE
3515,13,17,HOMBRE
3516,4,68,HOMBRE
3517,13,23,HOMBRE
3518,7,32,MUJER
3519,14,17,HOMBRE
3520,1,66,HOMBRE
3521,4,30,MUJER
3522,4,27,HOMBRE
3523,2,31,HOMBRE
3524,12,54,HOMBRE
3525,2,31,HOMBRE
3526,20,66,HOMBRE
3527,11,34,HOMBRE
3528,5,59,HOMBRE
3529,9,31,HOMBRE
3530,11,24,HOMBRE
3531,4,73,HOMBRE
3532,14,24,HOMBRE
3533,2,21,HOMBRE
3534,2,61,HOMBRE
3535,4,79,HOMBRE
3536,4,67,HOMBRE
3537,1,14,MUJER
3538,6,41,HOMBRE
3539,2,45,HOMBRE
3540,5,83,HOMBRE
3541,13,14,HOMBRE
3542,2,44,HOMBRE
3543,4,68,HOMBRE
3544,4,28,MUJER
3545,4,73,HOMBRE
3546,13,15,HOMBRE
3547,9,73,HOMBRE
3548,1,66,HOMBRE
3549,1,66,HOMBRE
3550,13,17,HOMBRE
3551,13,17,HOMBRE
3552,4,67,HOMBRE
3553,1,23,HOMBRE
3554,13,24,HOMBRE
3555,1,15,HOMBRE
3556,1,30,HOMBRE
3557,1,31,HOMBRE
3558,4,85,HOMBRE
3559,4,76,HOMBRE
3560,13,29,HOMBRE
3561,18,36,MUJER
3562,4,26,HOMBRE
3563,19,34,MUJER
3564,14,18,HOMBRE
3565,13,17,HOMBRE
3566,3,75,HOMBRE
3567,10,59,HOMBRE
3568,1,21,HOMBRE
3569,5,39,HOMBRE
3570,6,75,HOMBRE
3571,10,36,HOMBRE
3572,13,25,HOMBRE
3573,9,72,HOMBRE
3574,1,21,HOMBRE
3575,4,62,HOMBRE
3576,12,30,HOMBRE
3577,1,23,HOMBRE
3578,6,35,MUJER
3579,1,20,HOMBRE
3580,13,54,MUJER
3581,4,31,HOMBRE
3582,12,28,HOMBRE
3583,14,28,HOMBRE
3584,1,50,HOMBRE
3585,6,25,HOMBRE
3586,1,23,HOMBRE
3587,1,15,HOMBRE
3588,4,87,HOMBRE
3589,13,29,HOMBRE
3590,3,42,HOMBRE
3591,4,31,HOMBRE
3592,13,14,HOMBRE
3593,5,31,HOMBRE
3594,10,36,HOMBRE
3595,5,41,HOMBRE
3596,4,62,HOMBRE
3597,2,88,HOMBRE
3598,2,65,HOMBRE
3599,10,40,HOMBRE
3600,16,42,HOMBRE
3601,14,17,HOMBRE
3602,1,23,HOMBRE
3603,2,50,HOMBRE
3604,11,33,HOMBRE
3605,10,24,HOMBRE
3606,8,40,HOMBRE
3607,3,69,HOMBRE
3608,1,51,HOMBRE
3609,1,81,HOMBRE
3610,4,25,HOMBRE
3611,8,41,HOMBRE
3612,1,30,HOMBRE
3613,1,14,MUJER
3614,17,33,HOMBRE
3615,6,74,HOMBRE
3616,4,67,HOMBRE
3617,4,27,HOMBRE
3618,4,83,HOMBRE
3619,1,24,HOMBRE
3620,11,33,HOMBRE
3621,4,74,HOMBRE
3622,4,31,MUJER
3623,1,67,HOMBRE
3624,14,62,MUJER
3625,2,23,HOMBRE
3626,4,73,HOMBRE
3627,1,13,MUJER
3628,15,42,HOMBRE
3629,2,41,HOMBRE
3630,9,73,HOMBRE
3631,4,68,HOMBRE
3632,1,17,HOMBRE
3633,1,31,HOMBRE
3634,1,68,HOMBRE
3635,3,51,HOMBRE
3636,3,13,MUJER
3637,4,82,HOMBRE
3638,4,84,HOMBRE
3639,1,82,HOMBRE
3640,1,52,HOMBRE
3641,4,73,MUJER
3642,1,49,HOMBRE
3643,3,31,HOMBRE
3644,1,21,HOMBRE
3645,12,60,HOMBRE
3646,7,40,HOMBRE
3647,4,68,HOMBRE
3648,4,73,HOMBRE
3649,2,39,MUJER
3650,1,77,HOMBRE
3651,3,25,HOMBRE
3652,1,24,HOMBRE
3653,1,79,HOMBRE
3654,12,30,HOMBRE
3655,4,73,MUJER
3656,5,41,HOMBRE
3657,1,71,HOMBRE
3658,20,63,HOMBRE
3659,2,12,MUJER
3660,1,62,HOMBRE
3661,3,12,MUJER
3662,2,14,MUJER
3663,15,73,HOMBRE
3664,1,68,HOMBRE
3665,4,60,HOMBRE
3666,1,51,HOMBRE
3667,3,31,HOMBRE
3668,4,68,HOMBRE
3669,3,12,MUJER
3670,1,13,MUJER
3671,5,59,HOMBRE
3672,1,31,HOMBRE
3673,3,12,MUJER
3674,2,69,HOMBRE
3675,4,27,HOMBRE
3676,1,77,HOMBRE
3677,6,39,HOMBRE
3678,4,67,HOMBRE
3679,12,59,HOMBRE
3680,4,26,HOMBRE
3681,13,14,HOMBRE
3682,4,60,HOMBRE
3683,6,69,HOMBRE
3684,12,38,HOMBRE
3685,5,31,MUJER
3686,1,73,HOMBRE
3687,20,28,HOMBRE
3688,1,23,HOMBRE
3689,6,32,HOMBRE
3690,13,17,HOMBRE
3691,12,61,HOMBRE
3692,2,83,HOMBRE
3693,12,32,HOMBRE
3694,4,65,HOMBRE
3695,6,52,HOMBRE
3696,4,60,HOMBRE
3697,3,31,HOMBRE
3698,3,31,HOMBRE
3699,6,32,HOMBRE
3700,13,25,HOMBRE
3701,1,65,HOMBRE
3702,4,30,HOMBRE
3703,6,25,HOMBRE
3704,2,21,HOMBRE
